ID_CIDADE;NOME_CIDADE;UF;POPULACAO_TOTAL;PERC_POPULACAO_URBANA;PERC_POPULACAO_RURAL;PERC_POPULACAO_MASCULINA;PERC_POPULACAO_FEMININA;QTD_ANALFABETO_MAIS_15ANOS;TAXA_ANALFABETO_MAIS_15;QTD_DOMICILIOS;QTD_DOMICILIOS_RESP_HOMEM;QTD_DOMICILIOS_RESP_MULHER;PERC_DOMICILIOS_SANEAMENTO_ADEQUADO;PERC_DOMICILIOS_SANEAMENTO_SEMI_ADEQUADO;PERC_DOMICILIOS_SANEAMENTO_SEMI_INADEQUADO;MEDIA_REND_DOMICILIAR_PERCAPITA_NOM;MEDIA_REND_NOMINAL_HOMENS;MEDIA_REND_NOMINAL_MULHERES;MEDIANA_REND_NOMINAL_HOMENS;MEDIANA_REND_NOMINAL_MULHERES
4300034;Aceguá;RS;4394;24,1;75,9;52,4;47,6;214;6,4;1397;1119;279;25,3;74,3;0,4;591,94;1287,72;766,88;600;510
4300059;Água Santa;RS;3722;38,9;61,1;50,5;49,5;157;5,4;1165;1009;159;27,1;72,7;0,2;851,94;1587,26;1085,35;800;510
4300109;Agudo;RS;16722;41,2;58,8;49,9;50,1;917;6,8;5425;3880;1557;42,3;55,7;2;710,78;1150,1;883,48;700;560
4300208;Ajuricaba;RS;7255;56,6;43,4;49,4;50,6;304;5,1;2456;1801;666;15,6;84,2;0,1;812,12;1653,55;774,1;800;510
4300307;Alecrim;RS;7045;30,7;69,3;49,9;50,1;455;7,8;2471;1900;575;10,6;89,1;0,2;470,08;779,41;654,72;510;510
4300406;Alegrete;RS;77653;89,6;10,4;49;51;3631;5,9;25921;16677;9314;70,7;29,2;0,1;633,9;1264,55;850,09;660,5;510
4300455;Alegria;RS;4301;36,9;63,1;50;50;356;10,1;1491;1115;380;5,2;94;0,7;662,98;1275,76;733,21;510;510
4300471;Almirante Tamandaré do Sul;RS;2067;40,6;59,4;50,4;49,6;73;4,3;728;598;133;11,3;88,7;0;652,5;1147,7;775,72;775;510
4300505;Alpestre;RS;8027;27,5;72,5;51,4;48,6;814;12,7;2687;2104;584;13,1;85,2;1,6;474,43;781,8;651,32;510;510
4300554;Alto Alegre;RS;1848;40,2;59,8;51,1;48,9;111;7,3;623;511;113;12;88;0;716,02;1425,88;784,68;800;510
4300570;Alto Feliz;RS;2917;28;72;51,4;48,6;66;2,7;999;694;307;49,6;50,3;0,1;678,08;1020,16;790,09;850;650
4300604;Alvorada;RS;195673;100;0;48,6;51,4;5678;3,9;60211;31389;28870;85,6;14,4;0;506,88;1056,48;771,7;800;600
4300638;Amaral Ferrador;RS;6353;29,4;70,6;51,6;48,4;587;12;2094;1630;487;15,7;81,4;2,9;412,92;743,1;625,41;510;510
4300646;Ametista do Sul;RS;7323;52;48;51;49;630;11,4;2391;1799;602;15,7;82,6;1,6;460,59;863,73;643,93;510;510
4300661;André da Rocha;RS;1216;40,8;59,2;51;49;65;6,7;425;352;73;32,9;67,1;0;704,58;1165,31;915,42;800;600
4300703;Anta Gorda;RS;6073;38,4;61,6;49,8;50,2;288;5,6;1929;1601;341;45,8;53,9;0,3;697,32;1089,68;813,75;800;510
4300802;Antônio Prado;RS;12833;72;28;49,9;50,1;508;4,8;4238;3100;1147;75,7;24,2;0;823,63;1368,09;906,04;1000;650
4300851;Arambaré;RS;3693;78,9;21,1;50,2;49,8;215;7,4;1331;985;352;58,8;41,2;0;542,54;1039,07;785,45;650;510
4300877;Araricá;RS;4864;82,2;17,8;50,5;49,5;183;4,9;1688;1121;568;1;99;0;526,65;984,63;714,18;700;600
4300901;Aratiba;RS;6565;50,5;49,5;50,9;49,1;241;4,4;2164;1641;526;47,9;52,1;0;838,94;1418,79;924,55;765;510
4301008;Arroio do Meio;RS;18783;78,1;21,9;49,8;50,2;290;1,9;6240;4044;2198;48,3;51,6;0;811,83;1262,58;916,21;900;636
4301057;Arroio do Sal;RS;7740;97;3;49,5;50,5;235;3,9;2756;1598;1173;25,8;74,2;0;679,42;1265,14;898,18;900;600
4301073;Arroio do Padre;RS;2730;16,6;83,4;51,8;48,2;106;4,8;708;621;88;3,2;91,9;4,8;538,03;1354,04;716,91;700;510
4301107;Arroio dos Ratos;RS;13606;95,2;4,8;48,8;51,2;753;7,1;4608;2787;1823;67,8;32,2;0;526,72;1014,41;740,31;700;510
4301206;Arroio do Tigre;RS;12648;47,1;52,9;50,5;49,5;701;7;3944;2922;1026;37,2;61,3;1,5;529,15;914,44;764,02;510;510
4301305;Arroio Grande;RS;18470;87,1;12,9;49,7;50,3;1180;8,2;6494;3892;2613;66,7;33,2;0,1;476,48;953,18;687,75;511;510
4301404;Arvorezinha;RS;10225;61,3;38,7;50,2;49,8;674;8,3;3211;2334;882;44;55,3;0,7;581,97;966,5;731,35;600;510
4301503;Augusto Pestana;RS;7096;51,5;48,5;49,1;50,9;250;4,2;2534;1881;657;17,3;82,7;0;945,07;1484,4;1103,92;900;655,5
4301552;Áurea;RS;3665;41,9;58,1;49,3;50,7;163;5,4;1218;839;383;19,8;80,1;0,1;568,4;914,32;727,31;600;510
4301602;Bagé;RS;116794;83,7;16,3;47,8;52,2;4504;4,9;38504;21020;17512;84,5;15,5;0,1;648,39;1296,4;943,73;700;510
4301636;Balneário Pinhal;RS;10856;99;1;49,2;50,8;429;5,2;3784;2252;1541;34,7;65,3;0;583,94;1205,22;871,08;800;511
4301651;Barão;RS;5741;51,7;48,3;50,7;49,3;144;3,1;1849;1229;621;29,6;70,3;0,1;777,7;1161,38;882,04;900;697,5
4301701;Barão de Cotegipe;RS;6529;60,7;39,3;50,5;49,5;203;3,8;2096;1618;480;53,6;46,1;0,3;656,21;1138,28;784,25;780;550
4301750;Barão do Triunfo;RS;7018;9,9;90,1;53,3;46,7;520;9,7;2354;1927;430;8,7;84,8;6,5;402,26;784,62;628,49;510;510
4301800;Barracão;RS;5357;56,7;43,3;50,2;49,8;374;8,8;1814;1216;602;32,6;67;0,3;561,59;1167,44;726,78;600;510
4301859;Barra do Guarita;RS;3089;44,4;55,6;50,2;49,8;234;9,9;1003;732;280;3,4;96;0,6;475,09;852,39;657,4;600;510
4301875;Barra do Quaraí;RS;4012;70,8;29,2;53;47;217;7,4;1212;874;346;46,5;53,3;0,2;350,12;830,24;617,39;600;510
4301909;Barra do Ribeiro;RS;12572;73,9;26,1;49,7;50,3;686;7;4261;2736;1537;66,3;33,4;0,3;534,56;1043,94;770,33;700;510
4301925;Barra do Rio Azul;RS;2003;20,1;79,9;52,4;47,6;134;8;620;543;78;17,3;82,7;0;599,63;918,4;759,5;600;510
4301958;Barra Funda;RS;2367;64,3;35,7;49,7;50,3;98;5,1;718;472;249;32,2;67,8;0;683,53;1064,16;813,59;750;555
4302006;Barros Cassal;RS;11133;31,7;68,3;51,5;48,5;1255;15,1;3565;2625;975;22,8;69,6;7,6;449,63;839,81;665,97;510;510
4302055;Benjamin Constant do Sul;RS;2307;14,8;85,2;51,8;48,2;226;13,8;621;484;138;24,6;73,4;1,9;316,64;637,26;511,98;510;510
4302105;Bento Gonçalves;RS;107278;92,3;7,7;49,1;50,9;1965;2,2;36513;22168;14363;84,2;15,8;0;1001,03;1683,13;1126,22;1100;800
4302154;Boa Vista das Missões;RS;2114;41,9;58,1;50;50;146;9;703;458;246;4,8;95;0,1;489,93;1065,45;663,19;750;510
4302204;Boa Vista do Buricá;RS;6574;66,4;33,6;50,1;49,9;102;1,9;2225;1732;501;7,7;92,3;0;797,97;1282,23;887,47;800;582,5
4302220;Boa Vista do Cadeado;RS;2441;19,3;80,7;51,5;48,5;104;5,2;810;642;169;3,1;96,7;0,2;637,59;1205,24;784,23;700;510
4302238;Boa Vista do Incra;RS;2425;29,9;70,1;51,3;48,7;97;5;777;610;174;0,4;99,6;0;605,32;1166,3;792,62;700;510
4302253;Boa Vista do Sul;RS;2776;14,1;85,9;52,9;47,1;177;7,4;915;728;188;2,3;97,7;0;813,65;1219,37;799,68;780;600
4302303;Bom Jesus;RS;11519;74,6;25,4;49,5;50,5;685;7,9;3827;2631;1197;62,9;36,3;0,8;482,17;997,08;738,34;600;510
4302352;Bom Princípio;RS;11789;78;22;51,1;48,9;163;1,7;3848;2750;1103;50,6;49,4;0;745,29;1190,43;837,92;950;620
4302378;Bom Progresso;RS;2328;49,2;50,8;50,1;49,9;187;10,2;782;511;271;20,3;79,3;0,4;516,21;1001,42;756,22;600;510
4302402;Bom Retiro do Sul;RS;11472;79,9;20,1;49,3;50,7;317;3,5;4036;2636;1401;70,9;29,1;0;647,56;1069,52;786,41;800;600
4302451;Boqueirão do Leão;RS;7673;21,8;78,2;51,3;48,7;631;10,8;2467;1840;646;22,1;76,2;1,7;545,58;1049,52;844,99;698;510
4302501;Bossoroca;RS;6884;53,5;46,5;51;49;431;8;2382;1484;898;14,2;85,8;0;464,39;961,66;641,99;510;510
4302584;Bozano;RS;2200;28,6;71,4;50;50;94;5,2;702;587;116;21,9;77,9;0,1;768,41;1339,14;860,37;800;660
4302600;Braga;RS;3702;61,6;38,4;50,4;49,6;393;13,8;1211;853;366;6,2;92,7;1,1;448,36;968,72;598,13;510;510
4302659;Brochier;RS;4675;49,1;50,9;51,3;48,7;130;3,3;1670;1265;407;26,4;73,5;0,1;614,66;975,6;734,25;700;510
4302709;Butiá;RS;20406;94,7;5,3;49,2;50,8;1324;8,5;6746;3685;3071;66,4;33,6;0;511,31;1067,1;751,32;760;510
4302808;Caçapava do Sul;RS;33690;75,4;24,6;48,5;51,5;2231;8,2;12100;7171;4936;50,4;48,9;0,7;528,96;979,03;774,62;600;510
4302907;Cacequi;RS;13676;87,4;12,6;50;50;802;7,5;4493;3018;1486;48,1;51,5;0,3;499,01;1027,81;721,3;550;510
4303004;Cachoeira do Sul;RS;83827;85,5;14,5;48,2;51,8;5019;7,5;29374;17626;11784;36,3;63,5;0,2;657,3;1237,5;890,4;700;510
4303103;Cachoeirinha;RS;118278;100;0;48,3;51,7;2712;2,9;38874;22177;16713;82,4;17,6;0;718,31;1399,14;985,66;1000;700
4303202;Cacique Doble;RS;4868;33,4;66,6;49,7;50,3;383;10,1;1453;1131;322;30,1;68,1;1,8;470,37;917,9;692,27;510;510
4303301;Caibaté;RS;4954;55,4;44,6;51,1;48,9;278;7;1720;1223;507;16;83,7;0,3;580,06;1051,5;724,73;600;510
4303400;Caiçara;RS;5071;31,4;68,6;51;49;310;7,6;1621;1248;380;15,9;83,3;0,7;595,64;1052,04;783,51;600;510
4303509;Camaquã;RS;62764;78,6;21,4;49,2;50,8;3548;7,2;20758;14121;6672;73,6;26;0,4;580,04;1156,83;811,07;700;510
4303558;Camargo;RS;2592;42,2;57,8;49,8;50,2;181;8,6;835;678;157;44,4;55,4;0,1;832,96;1497,81;977,28;1000;600
4303608;Cambará do Sul;RS;6542;46,5;53,5;51,2;48,8;342;6,9;2184;1391;800;50;50;0;558,34;1086,08;776,15;800;510
4303673;Campestre da Serra;RS;3247;37,9;62,1;51,6;48,4;165;6,4;1101;664;440;28,3;71,5;0,2;649,52;1131,33;815,19;960;650
4303707;Campina das Missões;RS;6117;35,8;64,2;50;50;209;4,1;2070;1607;473;36,6;63,4;0;573,78;1005,73;758,97;650;510
4303806;Campinas do Sul;RS;5506;76,6;23,4;48,1;51,9;215;4,7;1882;1314;571;78,4;21,6;0;726,33;1369,37;813,99;800;520
4303905;Campo Bom;RS;60074;95,4;4,6;49,1;50,9;1509;3,2;19996;11583;8440;71,4;28,6;0;743,04;1298,8;909,5;900;650
4304002;Campo Novo;RS;5459;75,3;24,7;49,2;50,8;554;13;1844;1193;655;9,8;90,1;0,1;514,5;1013,14;723,05;540;510
4304101;Campos Borges;RS;3494;57,4;42,6;50,2;49,8;271;9,6;1238;913;330;9,5;90;0,5;541,46;944,24;682,83;520;510
4304200;Candelária;RS;30171;52,1;47,9;48,9;51,1;2274;9,5;10426;6903;3540;46,6;52,5;0,9;532,14;898,17;734,12;510;510
4304309;Cândido Godói;RS;6535;28,2;71,8;50,8;49,2;184;3,4;2159;1662;500;10,3;89,6;0,1;604,5;936,41;768,98;610;510
4304358;Candiota;RS;8771;29,6;70,4;51,1;48,9;357;5,5;2827;2074;755;69,5;29,4;1,1;572,99;1306,52;769,8;900;510
4304408;Canela;RS;39229;91,3;8,7;48,7;51,3;1250;4,2;12931;7521;5426;85;15;0;692,74;1296,92;961,03;850;650
4304507;Canguçu;RS;53259;37;63;50,4;49,6;3872;9,2;17565;13102;4502;34,9;57,6;7,5;445,25;839,86;665,34;510;510
4304606;Canoas;RS;323827;100;0;48,2;51,8;6576;2,6;103914;58244;45731;91,3;8,7;0;782,83;1574,11;1087,49;1000;700
4304614;Canudos do Vale;RS;1807;22,7;77,3;53,1;46,9;163;10,7;600;527;74;18,5;81;0,5;740,33;1252,84;926,8;700;600
4304622;Capão Bonito do Sul;RS;1754;28,4;71,6;53,8;46,2;135;9,7;613;495;118;1,1;97,6;1,3;433,61;911,68;665,04;510;510
4304630;Capão da Canoa;RS;42040;99,4;0,6;49;51;1184;3,7;13644;8028;5642;59,2;40,8;0;712,35;1449,66;990,75;1000;620
4304655;Capão do Cipó;RS;3104;16,7;83,3;52,4;47,6;154;6,4;1029;732;297;7,6;92,1;0,3;486,21;1079,01;649,93;510;510
4304663;Capão do Leão;RS;24298;92,1;7,9;49,2;50,8;1351;7,4;7831;4890;2947;65,9;34;0,1;425,87;929,12;639,83;670;510
4304671;Capivari do Sul;RS;3890;83;17;49,7;50,3;237;7,9;1275;879;400;62;38;0;827,69;1888,61;813,29;800;510
4304689;Capela de Santana;RS;11612;59,6;40,4;50,4;49,6;506;5,8;3908;2197;1711;27,8;72,2;0;485,76;908,03;671,4;700;510
4304697;Capitão;RS;2636;43,5;56,5;51,3;48,7;112;5,3;855;601;255;9,1;90,9;0;749,61;1277,19;782,29;750;560
4304705;Carazinho;RS;59317;98,2;1,8;47,7;52,3;1925;4,1;20161;11556;8622;46,6;53,4;0;743,88;1412,99;976,1;900;600
4304713;Caraá;RS;7312;14,5;85,5;51,9;48,1;703;12;2569;2097;478;43,4;56;0,5;425,28;764,08;627,04;510;510
4304804;Carlos Barbosa;RS;25192;79,4;20,6;50,3;49,7;529;2,5;8439;5760;2689;74,7;25,3;0;1008,7;1640,27;1083,25;1200;800
4304853;Carlos Gomes;RS;1607;23,5;76,5;51,9;48,1;63;4,7;498;372;127;18,1;81,3;0,6;585,33;950,82;756,27;600;510
4304903;Casca;RS;8651;58,8;41,2;49;51;280;3,9;2813;2167;648;28,2;71,8;0;833,47;1459,85;952,29;1000;640
4304952;Caseiros;RS;3007;49,5;50,5;50,4;49,6;237;10,1;1001;771;233;22,1;77,9;0;522,38;1005,26;713,72;600;510
4305009;Catuípe;RS;9323;64,3;35,7;49,2;50,8;459;6;3176;2213;970;17,3;82,6;0,1;700,5;1247,46;822,35;650;510
4305108;Caxias do Sul;RS;435564;96,3;3,7;49;51;8200;2,4;146830;90834;56150;89,3;10,7;0;1023,77;1859,27;1216,78;1200;800
4305116;Centenário;RS;2965;32;68;52;48;101;4,1;952;789;165;29,9;69,7;0,3;539,3;970,21;690,08;565;510
4305124;Cerrito;RS;6402;58,5;41,5;50,2;49,8;618;12,1;2250;1339;977;27,2;69,4;3,4;410,79;760,42;602,91;510;510
4305132;Cerro Branco;RS;4454;28,6;71,4;50;50;477;13,1;1591;1130;468;50,8;48,1;1;446,5;708,75;643,4;510;510
4305157;Cerro Grande;RS;2417;34,3;65,7;50;50;266;14;788;641;148;16,2;82,9;0,9;423,55;699,56;610,31;510;510
4305173;Cerro Grande do Sul;RS;10268;24,2;75,8;52,2;47,8;755;9,8;3333;2125;1216;15,8;80,3;3,8;428,16;809,89;673,67;510;510
4305207;Cerro Largo;RS;13289;79,5;20,5;49,8;50,2;478;4,4;4428;2881;1564;41,4;58,6;0;726,31;1259,21;868,39;850;510
4305306;Chapada;RS;9377;59,4;40,6;49;51;335;4,3;3329;2268;1063;15;84,8;0,2;713,22;1146,62;827,91;700;510
4305355;Charqueadas;RS;35320;97,7;2,3;55,3;44,7;1349;4,8;10094;6299;3808;89,9;10;0;649,15;1230,65;892,77;900;600
4305371;Charrua;RS;3471;16,8;83,2;49,8;50,2;331;13,1;929;730;199;25,8;73,6;0,5;573,82;1079,82;756,2;700;510
4305405;Chiapetta;RS;4044;61,1;38,9;48,8;51,2;199;6,3;1352;796;562;10,6;89,3;0,1;641,02;1265,18;785,96;696;510
4305439;Chuí;RS;5917;96,3;3,7;49,4;50,6;83;1,9;1955;1127;837;78,4;21,5;0,1;443,43;921,51;713,03;600;510
4305447;Chuvisca;RS;4944;5,5;94,5;52,6;47,4;364;9,7;1500;1281;227;3,3;94,5;2,3;422,24;743,13;637,51;510;510
4305454;Cidreira;RS;12668;96,8;3,2;49,3;50,7;358;3,7;4399;2582;1824;42,7;57,3;0;657,52;1304,03;963,8;800;600
4305504;Ciríaco;RS;4922;50,7;49,3;51;49;285;7,1;1669;1230;439;42,2;57,6;0,1;577,25;971,31;710,26;510;510
4305587;Colinas;RS;2420;45,7;54,3;49,9;50,1;61;2,9;848;625;223;55,4;44,6;0;891,09;1267,68;990,98;900;600
4305603;Colorado;RS;3550;51,9;48,1;48,6;51,4;133;4,4;1245;970;276;2,9;97;0,1;848,54;1720,01;881,76;1000;510
4305702;Condor;RS;6552;61,6;38,4;49,1;50,9;277;5,4;2138;1558;581;18,5;81,5;0;623,53;1282,2;799,32;800;510
4305801;Constantina;RS;9752;66,8;33,2;49;51;643;8,3;3062;2300;763;36,2;63,7;0,1;576,82;1151,42;792,47;650;510
4305835;Coqueiro Baixo;RS;1528;18,5;81,5;51,8;48,2;93;7,1;534;460;74;4,3;95,1;0,6;608,67;896,85;791,66;510;510
4305850;Coqueiros do Sul;RS;2457;36,8;63,2;51,1;48,9;103;5,2;863;669;197;13,2;86,7;0,1;757,2;1429,15;828,68;800;510
4305871;Coronel Barros;RS;2459;44,4;55,6;49,6;50,4;65;3,1;873;698;179;38,3;61,6;0,1;888,86;1541,75;955,66;870;600
4305900;Coronel Bicaco;RS;7748;65,4;34,6;49,1;50,9;673;11,3;2621;1566;1055;1,8;97,7;0,5;446,28;920,21;633,89;510;510
4305934;Coronel Pilar;RS;1725;10,1;89,9;51,8;48,2;58;4;521;461;60;3,5;96,5;0;801,91;1156,6;910,36;800;764
4305959;Cotiporã;RS;3917;52,3;47,7;51,9;48,1;152;4,5;1246;993;255;57,4;42,5;0,1;724,41;1185,49;833,08;870;636,5
4305975;Coxilha;RS;2826;61,5;38,5;49,1;50,9;151;6,9;935;749;188;13,4;86,6;0;602,04;1349,97;710,31;850;510
4306007;Crissiumal;RS;14084;43,5;56,5;49,1;50,9;546;4,8;4902;3332;1578;13;86,7;0,3;552,43;895,65;702,32;580;510
4306056;Cristal;RS;7280;56;44;50,6;49,4;531;9,5;2346;1723;632;61,8;37;1,1;493,09;1004,27;670,62;650;510
4306072;Cristal do Sul;RS;2826;32,9;67,1;51;49;269;12,2;954;773;182;12,7;86,2;1,2;361,13;594,98;520,73;510;510
4306106;Cruz Alta;RS;62821;96,5;3,5;47,3;52,7;2203;4,5;21283;12183;9121;36,9;63,1;0;720,13;1411,96;999,98;800;580
4306130;Cruzaltense;RS;2141;22,8;77,2;51,4;48,6;120;6,8;681;529;155;21,6;78,4;0;575,26;958,28;736,66;700;510
4306205;Cruzeiro do Sul;RS;12320;60,7;39,3;50;50;382;3,8;4195;2551;1647;28,9;71;0;664,42;1061,57;815,26;800;600
4306304;David Canabarro;RS;4683;40,8;59,2;51,5;48,5;280;7,4;1508;1245;263;52,1;47,9;0;617,08;1164,77;813,6;800;510
4306320;Derrubadas;RS;3190;28,2;71,8;50,3;49,7;242;9,8;1055;841;215;17,3;82,2;0,6;434,82;1060,86;633,33;510;510
4306353;Dezesseis de Novembro;RS;2866;23,3;76,7;51,3;48,7;279;12,3;992;730;262;12;87,6;0,4;370,35;655,99;601,27;510;510
4306379;Dilermando de Aguiar;RS;3064;32,3;67,7;51,5;48,5;331;13,6;1091;737;354;27,7;71,1;1,2;461,74;983,74;562,61;510;510
4306403;Dois Irmãos;RS;27572;98,9;1,1;49,5;50,5;454;2;9403;6027;3380;92,5;7,5;0;800,5;1297,12;902,9;900;700
4306429;Dois Irmãos das Missões;RS;2157;50,7;49,3;50,1;49,9;203;12,3;714;523;191;3,1;96,2;0,7;442,76;1015,83;619,43;510;510
4306452;Dois Lajeados;RS;3278;47,7;52,3;50,4;49,6;143;5,1;1055;781;274;57,1;42,8;0,1;794,71;1204,31;921,04;910;600
4306502;Dom Feliciano;RS;14380;23,2;76,8;51,4;48,6;1344;12,2;4615;3575;1067;13,5;79,3;7,1;384,95;711,91;621,71;510;510
4306551;Dom Pedro de Alcântara;RS;2550;29,1;70,9;52,6;47,4;121;5,6;952;705;250;19,9;79,9;0,2;510,84;812,91;732,7;565;510
4306601;Dom Pedrito;RS;38898;90,6;9,4;49,1;50,9;1821;6;13132;8233;4917;81,3;18,6;0;561,21;1095,5;767,13;560;510
4306700;Dona Francisca;RS;3401;63,1;36,9;49,3;50,7;199;7,2;1115;798;319;47,9;51,6;0,5;553,87;1000,51;780,85;550;510
4306734;Doutor Maurício Cardoso;RS;5313;49,3;50,7;49,8;50,2;279;6,3;1888;1172;720;2,3;97,5;0,2;581,85;909,34;734,23;510;510
4306759;Doutor Ricardo;RS;2030;34,1;65,9;51;49;122;7,2;642;532;113;24,9;74,6;0,5;718,59;1085,22;873,56;800;626
4306767;Eldorado do Sul;RS;34343;89,7;10,3;49,5;50,5;1070;4,2;10992;6183;4879;76,6;23,3;0,1;582,44;1210,3;839,86;800;600
4306809;Encantado;RS;20510;87,2;12,8;48,4;51,6;551;3,3;7075;4848;2230;82,1;17,9;0;819,79;1429,66;932,82;900;650
4306908;Encruzilhada do Sul;RS;24534;69,8;30,2;50,2;49,8;2052;10,8;8472;5582;2909;58,7;39,3;2;464,51;907,95;725,36;510;510
4306924;Engenho Velho;RS;1527;39,2;60,8;48,6;51,4;120;10,6;433;353;81;15;84,3;0,7;650,12;1290,01;938,28;800;610
4306932;Entre0Ijuís;RS;8938;54,7;45,3;49,4;50,6;436;6,1;3061;2257;820;11,9;87,8;0,2;520;971,91;708,12;600;510
4306957;Entre Rios do Sul;RS;3080;69,2;30,8;50,5;49,5;222;9,1;1051;742;309;58,5;41,4;0,1;521,61;948,1;707,62;600;510
4306973;Erebango;RS;2970;65,9;34,1;50,2;49,8;158;6,9;935;702;233;18,3;81,4;0,3;569,5;1111,92;748,94;700;510
4307005;Erechim;RS;96087;94,2;5,8;48,1;51,9;2538;3,3;33097;20985;12131;88,7;11,2;0;872,38;1584,97;1032,1;1000;700
4307054;Ernestina;RS;3088;54,1;45,9;50,6;49,4;153;6,2;1082;826;260;13,5;86,5;0;595,54;1101,52;758,99;800;510
4307104;Herval;RS;6753;66,9;33,1;51,6;48,4;409;7,9;2586;1557;1032;48,1;50,9;1;524,34;1136,5;650,17;510;510
4307203;Erval Grande;RS;5163;52,1;47,9;50,8;49,2;486;11,8;1651;1288;368;32,7;66,3;1;537,18;1019,06;679,24;540;510
4307302;Erval Seco;RS;7878;43,6;56,4;49,8;50,2;704;11,6;2604;1967;642;13,5;85,6;0,9;429,17;820,78;630,95;510;510
4307401;Esmeralda;RS;3168;67,2;32,8;49,6;50,4;205;8,2;1092;761;332;43,2;56,8;0;508,15;965,29;724,66;600;510
4307450;Esperança do Sul;RS;3272;25,8;74,2;50,4;49,6;261;9,7;1136;957;185;1,2;98,2;0,6;451,05;653,62;602,21;510;510
4307500;Espumoso;RS;15240;73;27;49,4;50,6;905;7,4;5093;3365;1739;47;52,6;0,4;709,05;1366,59;869,97;750;510
4307559;Estação;RS;6011;85,2;14,8;49,1;50,9;170;3,5;2022;1464;558;52,8;47,2;0;712,31;1329,56;780,79;800;560
4307609;Estância Velha;RS;42574;97,4;2,6;49,4;50,6;878;2,6;13917;9124;4801;61,8;38,2;0;716,22;1293,07;910,1;956,5;650
4307708;Esteio;RS;80755;99,9;0,1;48,3;51,7;1690;2,7;26387;15382;11038;84,7;15,3;0;786,99;1561,6;1029,33;1020;700
4307807;Estrela;RS;30619;84,6;15,4;49,4;50,6;611;2,5;10475;6384;4110;81,7;18,3;0;889,94;1501,2;1012,91;1000;700
4307815;Estrela Velha;RS;3628;32,2;67,8;50,9;49,1;256;8,9;1136;930;206;7,2;91;1,8;487,07;1020,72;700,44;632,5;510
4307831;Eugênio de Castro;RS;2798;52,9;47,1;50,6;49,4;147;6,5;1024;742;284;3,9;96;0,1;531,21;976,87;743,09;510;510
4307864;Fagundes Varela;RS;2579;50,1;49,9;50,4;49,6;87;4;763;597;166;42,2;57,8;0;847,23;1259,08;926,45;1000;700
4307906;Farroupilha;RS;63635;86,5;13,5;49,2;50,8;1373;2,7;20573;13552;7044;82;18;0;876,71;1493,75;1035,03;1000;782,5
4308003;Faxinal do Soturno;RS;6672;62,6;37,4;49,1;50,9;279;5,1;2159;1207;953;61,1;38,5;0,4;662,12;1134,52;888,94;700;510
4308052;Faxinalzinho;RS;2567;49,6;50,4;50;50;190;9,5;853;640;213;29,9;69,6;0,5;421,41;794,34;611,09;510;510
4308078;Fazenda Vilanova;RS;3697;54,4;45,6;50,2;49,8;170;5,9;1270;784;487;32,5;67,4;0,1;581,32;1033,31;705,39;700;510
4308102;Feliz;RS;12359;76,2;23,8;49,9;50,1;97;0,9;4175;2827;1356;57,4;42,6;0;782,14;1233,02;887,06;1000;650
4308201;Flores da Cunha;RS;27126;76,9;23,1;50;50;699;3,2;8808;5871;2948;68,9;31,1;0;851,95;1478,62;952,64;1000;700
4308250;Floriano Peixoto;RS;2018;14,5;85,5;53,6;46,4;75;4,4;653;570;87;10,3;88,7;1,1;571,54;1054,49;694,46;700;510
4308300;Fontoura Xavier;RS;10719;38,2;61,8;50,9;49,1;1371;17;3378;2217;1186;1,6;91;7,4;436,8;899,88;616,01;510;510
4308409;Formigueiro;RS;7014;39,5;60,5;50,9;49,1;639;11,2;2349;1730;621;15,9;83,6;0,5;470,18;847,93;659,56;510;510
4308433;Forquetinha;RS;2479;18,9;81,1;51;49;142;6,6;886;718;168;29,1;70,4;0,5;688,6;925,04;784,37;700;600
4308458;Fortaleza dos Valos;RS;4575;65,4;34,6;49;51;229;6,3;1561;941;620;8,1;91,8;0,1;831,12;1651,84;1026,38;750;510
4308508;Frederico Westphalen;RS;28843;80,9;19,1;49;51;1069;4,6;9521;6278;3263;63,7;36,1;0,2;747,64;1374,66;923,97;800;570
4308607;Garibaldi;RS;30689;88,7;11,3;49,6;50,4;677;2,6;10147;6810;3347;78,9;21,1;0;960,47;1600,81;1048,45;1000;754
4308656;Garruchos;RS;3234;32,7;67,3;52;48;310;12,2;1090;819;272;1,2;98,5;0,3;427,5;822,29;648,72;510;510
4308706;Gaurama;RS;5862;57,8;42,2;48,3;51,7;198;4,1;1990;1362;633;39,7;60,1;0,2;718,5;1121,49;904,87;800;580
4308805;General Câmara;RS;8447;58,8;41,2;50,1;49,9;634;9,5;3001;2050;962;48;51,9;0,2;552,9;1053,03;805,63;580;510
4308854;Gentil;RS;1677;43,1;56,9;53;47;104;7,6;545;430;115;18;82;0;606,76;1022,45;776,09;700;510
4308904;Getúlio Vargas;RS;16154;85,8;14,2;48,6;51,4;545;4,1;5632;3983;1655;55,5;44,5;0;734,93;1335,96;859,42;830;543
4309001;Giruá;RS;17075;75,6;24,4;48,8;51,2;912;6,7;5758;3631;2157;12;87,9;0,1;547,67;1078,51;725,27;600;510
4309050;Glorinha;RS;6891;30;70;51,3;48,7;442;8,1;2390;1776;617;40,3;59,7;0,1;631,55;1201,1;832,81;800;554
